Campaign_ID,Channel,Region,Age_Group,Month,Impressions,Clicks,Conversions,Cost,Revenue
CAMP_0339,Email,South,35-44,Feb,25885,2505,329.0,2406.21,73886.97
CAMP_0340,PPC,North,35-44,May,4551,116,5.0,5502.64,443.63
CAMP_0341,SEO,West,35-44,Jun,39078,3366,310.0,3298.34,122263.56
CAMP_0342,TV Ad,North,55+,Jun,33934,4430,120.0,15418.93,2472.05
CAMP_0343,Social Media,West,18-24,Jan,2538,89,8.0,4914.1,1218.41
CAMP_0344,Social Media,South,25-34,Jan,34919,4813,273.0,1652.14,23658.42
CAMP_0345,TV Ad,West,35-44,May,15211,1409,42.0,11564.92,2995.19
CAMP_0346,SEO,West,35-44,Nov,1389,49,6.0,3099.05,2444.08
CAMP_0347,Influencer,West,35-44,Feb,17835,1805,112.0,4100.91,17068.07
CAMP_0348,Influencer,North,35-44,May,47289,2467,137.0,9342.61,5819.96
CAMP_0349,Social Media,North,25-34,Sep,20552,1561,153.0,3485.17,16488.38
CAMP_0350,PPC,East,35-44,Jun,27049,1263,70.0,3994.74,13479.69
CAMP_0351,SEO,North,25-34,Jun,16166,1231,158.0,3969.16,31338.28
CAMP_0352,SEO,East,35-44,Mar,2988,133,13.0,3932.66,2752.84
CAMP_0353,Email,East,35-44,Jun,42167,4300,531.0,1707.6,76521.27
CAMP_0354,Email,South,35-44,Oct,30267,967,119.0,1575.94,40776.69
CAMP_0355,SEO,East,25-34,Sep,46800,4134,351.0,2950.58,37191.12
CAMP_0356,Email,South,18-24,Dec,38525,5473,462.0,2861.84,152451.23
CAMP_0357,SEO,North,25-34,Jun,14318,757,73.0,2033.96,17488.09
CAMP_0358,TV Ad,North,45-54,Apr,17753,2069,55.0,6528.4,1785.44
CAMP_0359,Social Media,South,45-54,Aug,25473,3808,255.0,3893.79,49748.26
CAMP_0360,PPC,North,35-44,Feb,2134,247,10.0,6910.22,651.56
CAMP_0361,Email,East,25-34,Feb,28586,1371,174.0,1647.35,38205.23
CAMP_0362,Influencer,East,35-44,Aug,8610,489,40.0,8760.89,5272.47
CAMP_0363,Email,North,55+,Sep,24624,1152,163.0,1427.78,57690.51
CAMP_0364,Email,West,25-34,Dec,36585,3729,379.0,2468.43,94491.69
CAMP_0365,Email,West,55+,Nov,8697,1106,116.0,2459.97,10483.69
CAMP_0366,SEO,South,55+,May,4278,241,27.0,3766.75,4465.14
CAMP_0367,PPC,North,45-54,Dec,32174,3657,262.0,7655.19,42225.81
CAMP_0368,Email,North,55+,Apr,4606,244,33.0,1787.51,10462.9
CAMP_0369,PPC,North,35-44,Jul,20238,1014,54.0,4241.12,3205.58
CAMP_0370,Email,South,18-24,May,33854,4364,636.0,2647.04,163840.38
CAMP_0371,Social Media,South,55+,Jun,33115,1650,101.0,3887.72,4585.08
CAMP_0372,PPC,South,25-34,Oct,14045,433,18.0,3780.72,2775.21
CAMP_0373,PPC,South,35-44,Jun,30345,2655,169.0,5492.86,7286.66
CAMP_0374,Email,South,25-34,Jan,44370,4099,467.0,2899.66,122010.63
CAMP_0375,Email,North,55+,Jul,38004,5060,655.0,1318.88,82431.37
CAMP_0376,Email,North,35-44,Sep,16810,782,94.0,2230.18,8292.53
CAMP_0377,PPC,North,18-24,Sep,37468,1830,123.0,4448.71,21703.36
CAMP_0378,Influencer,South,18-24,Mar,26963,1708,140.0,4424.06,10709.94
CAMP_0379,Email,South,45-54,Sep,35872,4464,664.0,1524.35,63072.17
CAMP_0380,PPC,East,45-54,Nov,31835,3319,148.0,7087.57,23118.51
CAMP_0381,Email,West,45-54,Nov,47773,5484,700.0,1615.97,160910.85
CAMP_0382,PPC,East,45-54,Feb,9026,625,44.0,6252.59,4863.7
CAMP_0383,PPC,South,25-34,Apr,49536,4732,271.0,5290.51,33224.19
CAMP_0384,Email,South,55+,Oct,25255,2846,318.0,2177.89,68738.52
CAMP_0385,Influencer,South,25-34,Dec,12138,926,75.0,8311.01,12194.49
CAMP_0386,SEO,South,45-54,Oct,33821,2374,250.0,3092.47,57940.49
CAMP_0387,SEO,South,18-24,Jun,28216,2708,211.0,1401.35,45097.52
CAMP_0388,SEO,South,55+,Nov,13226,1358,121.0,2837.64,15111.19
CAMP_0389,SEO,West,25-34,May,49564,6242,728.0,1646.83,109796.31
CAMP_0390,PPC,East,55+,Dec,30063,722,37.0,2903.65,5301.92
CAMP_0391,Email,North,25-34,Feb,3103,143,17.0,2167.12,4342.4
CAMP_0392,PPC,East,35-44,Oct,22372,643,29.0,6876.28,3129.3
CAMP_0393,Email,East,55+,Mar,46406,1171,133.0,1664.56,10496.27
CAMP_0394,Social Media,South,18-24,Apr,30179,3170,212.0,1054.79,36040.45
CAMP_0395,Email,East,18-24,Apr,18642,385,,2592.8,12425.72
CAMP_0396,TV Ad,East,35-44,Feb,11922,1286,30.0,16350.95,2130.23
CAMP_0397,Social Media,West,18-24,Nov,5996,895,92.0,3110.71,21383.94
CAMP_0398,TV Ad,North,18-24,Nov,20610,2227,61.0,17492.48,2516.37
CAMP_0399,PPC,West,45-54,Jun,19889,1831,126.0,5891.83,14667.52
CAMP_0400,SEO,East,35-44,Dec,46148,6614,487.0,2936.83,44877.76
CAMP_0401,SEO,North,18-24,Jun,48269,4328,429.0,2994.24,51912.7
CAMP_0402,PPC,West,25-34,Jan,43570,4229,231.0,2471.35,8333.47
CAMP_0403,SEO,West,35-44,May,47223,5184,548.0,3619.11,209780.68
CAMP_0404,Influencer,East,18-24,Aug,30768,4604,231.0,9192.08,42051.18
CAMP_0405,TV Ad,West,25-34,Mar,32085,2040,45.0,16638.67,4800.02
CAMP_0406,SEO,South,45-54,May,18478,875,73.0,3326.11,11664.82
CAMP_0407,SEO,South,55+,Aug,27616,4026,388.0,3952.97,115651.97
CAMP_0408,Email,West,25-34,Jun,16408,1082,114.0,1141.16,19380.0
CAMP_0409,Influencer,South,55+,Jun,16830,552,46.0,4084.48,7774.19
CAMP_0410,PPC,East,25-34,Sep,24906,508,24.0,3821.74,2978.8
CAMP_0411,PPC,West,18-24,Oct,42185,3357,228.0,3691.51,33592.81
CAMP_0412,Social Media,North,25-34,Sep,22158,2063,191.0,3152.09,12421.06
CAMP_0413,SEO,East,45-54,Nov,18618,1965,151.0,2346.18,19691.8
CAMP_0414,PPC,West,25-34,Jun,35700,4843,345.0,2756.01,53294.89
CAMP_0415,Email,North,35-44,Dec,49920,5811,605.0,1881.66,193756.65
CAMP_0416,SEO,North,35-44,Oct,34487,1970,247.0,2100.98,75186.2
CAMP_0417,Social Media,East,18-24,May,30872,3545,296.0,1348.07,71301.39
CAMP_0418,Influencer,West,55+,Jan,12669,1491,112.0,4747.68,6364.29
CAMP_0419,Email,East,35-44,Oct,34678,1592,167.0,1645.81,60894.34
CAMP_0420,PPC,South,18-24,Jul,49356,3979,276.0,5539.69,27356.62
CAMP_0421,TV Ad,East,18-24,Aug,31957,4077,98.0,10637.08,3038.4
CAMP_0422,Email,North,18-24,Apr,32923,2840,341.0,2175.08,27089.98
CAMP_0423,TV Ad,North,55+,Sep,10259,238,6.0,19945.97,135.15
CAMP_0424,SEO,East,35-44,Jan,16549,1827,194.0,1699.36,16272.51
CAMP_0425,Email,North,55+,Mar,10940,1023,154.0,1891.14,15808.29
CAMP_0426,SEO,West,35-44,Jul,21706,1615,141.0,3280.78,22316.21
CAMP_0427,Social Media,West,45-54,Jun,12410,558,39.0,3445.85,7221.94
CAMP_0428,Social Media,South,35-44,Oct,30964,660,59.0,2126.46,11593.18
CAMP_0429,Social Media,East,45-54,Aug,31391,2434,166.0,1569.02,35102.15
CAMP_0430,TV Ad,West,55+,Sep,21389,599,13.0,11792.21,798.48
CAMP_0431,Influencer,South,35-44,Mar,28543,2318,178.0,4325.75,35395.47
CAMP_0432,Social Media,South,25-34,Jul,20738,564,31.0,1459.19,5212.88
CAMP_0433,Influencer,South,35-44,Oct,47550,2774,170.0,9268.94,17796.86
CAMP_0434,SEO,East,25-34,Oct,1627,57,6.0,3562.03,1019.7
CAMP_0435,Email,West,45-54,Jul,24576,1016,93.0,2334.71,37119.92
CAMP_0436,PPC,North,45-54,Jan,14026,1313,86.0,7589.33,10102.55
CAMP_0437,Email,North,55+,May,21671,727,91.0,1134.84,11243.5
CAMP_0438,Email,East,25-34,Nov,25000,2774,356.0,1987.12,65584.17
CAMP_0439,PPC,East,25-34,Jul,42691,6312,324.0,5367.53,40901.75
CAMP_0440,Email,South,55+,Jan,22031,3274,410.0,568.13,111908.46
CAMP_0441,Email,South,18-24,Jun,48111,1952,,2739.71,24148.09
CAMP_0442,SEO,West,35-44,Dec,45476,4317,499.0,1384.55,91071.08
CAMP_0443,Email,South,35-44,Feb,1406,125,10.0,2834.37,2214.51
CAMP_0444,TV Ad,East,35-44,Dec,5621,729,18.0,13432.83,1032.33
CAMP_0445,PPC,North,55+,Jan,19323,1769,99.0,5889.42,18637.19
CAMP_0446,Influencer,West,45-54,Aug,36170,2392,158.0,9735.83,27644.53
CAMP_0447,Email,South,35-44,Sep,14699,1094,105.0,2568.26,33182.95
CAMP_0448,Social Media,South,25-34,Jun,37343,3002,222.0,4345.99,
CAMP_0449,SEO,South,25-34,Dec,28356,2035,196.0,2967.8,64271.8
CAMP_0450,Social Media,South,45-54,Jun,42247,3227,219.0,4660.24,24340.34
CAMP_0451,Social Media,North,18-24,Mar,46890,5988,540.0,1157.08,69586.08
CAMP_0452,Social Media,North,35-44,Oct,44461,3435,214.0,3684.37,36873.66
CAMP_0453,Email,South,35-44,May,26174,2087,240.0,2008.82,33705.13
CAMP_0454,Social Media,South,25-34,Sep,13317,1610,100.0,3185.83,14775.64
CAMP_0455,PPC,East,35-44,Nov,7782,172,11.0,4043.27,737.78
CAMP_0456,Influencer,South,25-34,Jun,28526,1072,62.0,9637.76,15064.12
CAMP_0457,Email,West,25-34,Dec,9378,898,,1550.01,16030.98
CAMP_0458,Social Media,East,45-54,Dec,6877,624,43.0,3264.86,5054.97
CAMP_0459,Social Media,West,45-54,Dec,47142,2317,154.0,1653.35,42609.51
CAMP_0460,Email,West,55+,May,16972,523,51.0,2066.14,5752.04
CAMP_0461,PPC,East,45-54,Apr,16790,1492,71.0,4906.35,12026.62
CAMP_0462,PPC,North,35-44,Jul,4969,363,24.0,4079.35,876.82
CAMP_0463,Influencer,East,35-44,Mar,19293,1037,89.0,4725.64,10155.23
CAMP_0464,PPC,West,35-44,May,37174,4735,313.0,7250.71,35690.0
CAMP_0465,Email,East,25-34,Mar,45331,1385,215.0,587.35,78079.14
CAMP_0466,SEO,South,45-54,Aug,47418,7021,814.0,3571.52,172230.07
CAMP_0467,SEO,North,45-54,Jul,24853,573,54.0,3521.84,
CAMP_0468,Email,North,25-34,Jul,36422,2958,353.0,2545.95,95060.75
CAMP_0469,Social Media,West,35-44,Oct,11770,428,44.0,4462.25,10736.76
CAMP_0470,Influencer,North,55+,Oct,25368,2758,201.0,9607.5,18487.97
CAMP_0471,PPC,North,18-24,Apr,42804,4535,296.0,3400.0,37438.2
CAMP_0472,PPC,West,25-34,Sep,30007,1931,114.0,2680.64,12125.22
CAMP_0473,SEO,West,35-44,Feb,23191,547,59.0,3381.62,14259.71
CAMP_0474,PPC,North,25-34,May,8452,1054,66.0,7791.82,
CAMP_0475,SEO,South,55+,Apr,6247,825,65.0,1891.07,28717.47
CAMP_0476,SEO,East,35-44,May,28564,3094,392.0,1785.24,28203.75
CAMP_0477,PPC,East,55+,Jul,6581,510,22.0,5802.27,4248.24
CAMP_0478,Email,East,35-44,Nov,26256,2097,251.0,2533.59,90552.79
CAMP_0479,Email,East,45-54,Mar,21955,1165,98.0,2280.34,37281.78
CAMP_0480,Influencer,North,18-24,Apr,10726,979,63.0,6871.78,7553.56
CAMP_0481,Email,East,45-54,Mar,48014,7123,826.0,702.6,319579.97
CAMP_0482,Influencer,West,35-44,Jan,16470,1010,70.0,5288.59,12139.39
CAMP_0483,PPC,East,35-44,Jun,6594,234,14.0,2769.96,2078.14
CAMP_0484,Email,South,35-44,Mar,47988,1120,117.0,2450.87,33707.49
CAMP_0485,Email,West,35-44,Jul,18241,621,73.0,1877.63,20314.17
CAMP_0486,TV Ad,East,45-54,Jun,29621,777,20.0,12112.46,1523.75
CAMP_0487,PPC,East,55+,Apr,49994,6263,394.0,2923.52,41269.43
CAMP_0488,Email,West,18-24,Sep,31573,2015,305.0,2254.35,103084.51
CAMP_0489,Influencer,East,45-54,Jun,44123,4758,312.0,5121.12,43600.58
CAMP_0490,SEO,East,18-24,Apr,20953,2011,257.0,3328.05,23797.75
CAMP_0491,Email,East,18-24,Mar,21827,3267,380.0,652.76,79185.73
CAMP_0492,Email,South,18-24,Feb,16540,1281,167.0,2034.95,49803.07
CAMP_0493,Email,North,45-54,May,18848,1851,233.0,951.3,44751.77
CAMP_0494,PPC,North,55+,Mar,18027,849,37.0,2228.52,4980.86
CAMP_0495,Email,West,45-54,Mar,48025,4269,567.0,1135.65,79645.68
CAMP_0496,Email,North,45-54,Jun,31979,3193,388.0,1581.93,88100.01
CAMP_0497,SEO,East,25-34,Oct,40133,2679,236.0,2816.3,60031.32
CAMP_0498,TV Ad,South,55+,Sep,22061,2171,76.0,7657.3,4241.88
CAMP_0499,Influencer,East,55+,Jan,27123,3894,194.0,4043.99,14003.22
CAMP_0500,SEO,East,25-34,Dec,46825,4856,450.0,1924.94,98014.56
CAMP_0501,PPC,South,55+,Aug,33698,1536,88.0,7433.23,6213.49
CAMP_0502,SEO,East,45-54,Dec,19565,1576,152.0,3442.98,19008.4
CAMP_0503,Email,West,35-44,Oct,42913,1889,166.0,1695.84,59601.07
CAMP_0504,SEO,East,35-44,Jun,41902,3244,258.0,1996.19,31812.59
CAMP_0505,Social Media,West,35-44,May,33092,2740,203.0,4419.22,18956.73
CAMP_0506,Email,North,25-34,Sep,12279,1149,169.0,1883.23,71123.82
CAMP_0507,Influencer,North,25-34,Dec,27027,700,62.0,6674.3,6935.11
CAMP_0508,TV Ad,North,35-44,Sep,31063,3369,80.0,16947.27,5206.8
CAMP_0509,Email,West,18-24,Aug,28281,3037,292.0,1455.35,47435.89
CAMP_0510,PPC,West,55+,May,8235,354,16.0,5477.71,2507.3
CAMP_0511,Email,East,55+,Feb,20281,2191,270.0,947.58,106557.04
CAMP_0512,SEO,West,18-24,Jan,22650,3375,284.0,2871.87,110088.07
CAMP_0513,Social Media,North,35-44,Dec,41437,1877,178.0,4912.88,33036.48
CAMP_0514,Influencer,South,55+,Jul,6296,909,78.0,9064.96,10570.28
CAMP_0515,SEO,East,55+,Oct,24067,2594,243.0,989.37,26439.75
CAMP_0516,Influencer,West,55+,Nov,11304,746,46.0,9940.73,8599.0
CAMP_0517,Social Media,East,35-44,Oct,19324,1571,129.0,1975.21,12692.69
CAMP_0518,SEO,West,55+,Jan,36461,2296,263.0,938.61,35295.31
CAMP_0519,Email,North,35-44,Sep,7772,216,28.0,1153.33,4729.86
CAMP_0520,Email,West,35-44,Feb,43058,4134,627.0,728.27,133805.53
CAMP_0521,PPC,West,35-44,Feb,40255,3533,262.0,4169.88,9786.91
CAMP_0522,Influencer,South,35-44,Jan,47994,6003,448.0,7178.62,37451.15
CAMP_0523,Social Media,South,18-24,Nov,2462,172,13.0,1794.58,2355.84
CAMP_0524,Email,East,45-54,Aug,48645,5493,690.0,929.57,115392.04
CAMP_0525,PPC,West,25-34,Feb,28856,652,30.0,6791.93,3828.06
CAMP_0526,Influencer,South,18-24,May,8788,998,60.0,3132.62,3722.47
CAMP_0527,Email,West,18-24,Apr,24849,3272,392.0,2758.06,69742.78
CAMP_0528,SEO,South,35-44,May,18174,1829,216.0,2977.53,35721.08
CAMP_0529,PPC,South,45-54,Oct,8601,539,23.0,6149.93,3806.36
CAMP_0530,PPC,East,45-54,Mar,45130,3410,222.0,4201.77,18338.48
CAMP_0531,SEO,East,18-24,Mar,21863,3021,278.0,3748.84,109485.26
CAMP_0532,TV Ad,South,45-54,Apr,32186,3940,146.0,10650.15,11817.01
CAMP_0533,SEO,South,55+,Sep,42932,5721,669.0,2546.96,220552.46
CAMP_0534,Email,South,55+,Mar,11570,999,92.0,2173.39,30444.29
CAMP_0535,TV Ad,South,35-44,Jul,26783,1356,51.0,9932.34,2654.14
CAMP_0536,Email,North,35-44,Jan,17574,538,70.0,2262.6,22199.71
CAMP_0537,SEO,East,45-54,May,21651,980,116.0,3517.11,34333.67
CAMP_0538,SEO,East,45-54,Jan,29386,3617,466.0,2733.8,201901.44
CAMP_0539,Social Media,East,25-34,Apr,39737,2901,285.0,1556.99,58805.95
CAMP_0540,Email,West,45-54,Jan,22181,3160,333.0,2237.97,80838.53
CAMP_0541,Email,North,55+,Sep,37942,2520,274.0,640.41,64871.08
CAMP_0542,Email,West,55+,May,15645,1276,148.0,2956.85,45049.19
CAMP_0543,Influencer,South,45-54,May,7449,777,51.0,9265.4,4572.94
CAMP_0544,PPC,North,55+,Aug,11832,1768,101.0,6478.18,10952.69
CAMP_0545,SEO,South,35-44,Jan,25426,3532,426.0,3558.64,60914.62
CAMP_0546,PPC,East,18-24,Dec,40008,4469,237.0,7572.85,10710.5
CAMP_0547,Email,West,18-24,Aug,41635,6214,626.0,2373.45,76914.36
CAMP_0548,Influencer,South,35-44,Oct,1228,134,11.0,5388.71,2331.78
CAMP_0549,SEO,North,45-54,Jan,35886,2972,384.0,920.63,65819.72
CAMP_0550,Influencer,East,45-54,Aug,36289,2356,116.0,3681.57,9730.9
CAMP_0551,Email,East,18-24,Jul,49821,2558,257.0,2979.72,31598.52
CAMP_0552,Email,South,18-24,Feb,14276,1911,285.0,1408.18,56058.74
CAMP_0553,Social Media,East,18-24,Dec,28094,1161,108.0,2192.26,16876.87
CAMP_0554,Email,North,55+,Dec,30491,4037,373.0,2402.21,80045.02
CAMP_0555,Social Media,North,35-44,Jul,24065,2082,193.0,2931.41,54628.3
CAMP_0556,TV Ad,East,35-44,Feb,3155,181,5.0,14088.89,319.47
CAMP_0557,Email,East,55+,Oct,15820,2023,265.0,1275.77,79371.02
CAMP_0558,Email,East,25-34,Jan,15380,679,103.0,1443.41,15816.12
CAMP_0559,Email,West,55+,Oct,26279,921,124.0,947.74,45564.12
CAMP_0560,PPC,West,25-34,Nov,36228,1412,106.0,5771.4,21951.43
CAMP_0561,Email,West,55+,Dec,18587,1907,209.0,1336.97,51693.03
CAMP_0562,Email,West,35-44,Dec,47270,4987,621.0,991.72,207208.81
CAMP_0563,Email,North,45-54,Jun,21977,1789,198.0,1672.6,44949.19
CAMP_0564,Email,North,18-24,Jan,7858,214,27.0,1939.46,5239.8
CAMP_0565,Email,North,25-34,Aug,39239,3252,302.0,2622.31,111468.1
CAMP_0566,PPC,West,55+,Feb,13982,792,35.0,3441.32,6149.77
CAMP_0567,Email,East,45-54,Sep,33924,2172,331.0,2725.59,104446.13
CAMP_0568,Social Media,South,45-54,Jan,49091,2430,222.0,2996.8,36328.97
CAMP_0569,Social Media,West,35-44,Nov,48553,6760,558.0,2956.19,72677.01
CAMP_0570,PPC,West,55+,Jun,21167,2608,197.0,6997.62,31976.61
CAMP_0571,Social Media,South,45-54,Jul,24817,698,52.0,1205.05,7982.6
CAMP_0572,PPC,East,45-54,Apr,37953,3701,,5274.18,17543.06
CAMP_0573,PPC,South,25-34,Dec,12549,739,56.0,7742.81,7693.51
CAMP_0574,Email,South,45-54,Feb,43919,1102,170.0,1014.95,47348.97
CAMP_0575,Email,East,25-34,Dec,5994,503,67.0,2320.29,17388.79
CAMP_0576,PPC,East,35-44,Jun,45387,1612,86.0,2410.64,12803.24
CAMP_0577,Email,South,55+,Jul,23884,2889,418.0,2628.51,84384.72
CAMP_0578,PPC,West,25-34,Aug,23469,1115,48.0,2714.64,5631.82
CAMP_0579,PPC,North,25-34,Oct,25054,2843,214.0,3837.61,17176.74
CAMP_0580,Email,South,55+,Jun,12998,1159,144.0,2479.73,21199.81
CAMP_0581,Influencer,East,35-44,Sep,33786,4727,382.0,7078.8,31508.57
CAMP_0582,SEO,West,45-54,Oct,3567,201,15.0,2367.31,5429.32
CAMP_0583,Social Media,West,18-24,Jan,14749,1732,163.0,3633.23,9265.16
CAMP_0584,PPC,North,35-44,Feb,8868,724,39.0,7018.49,1862.16
CAMP_0585,Email,West,18-24,Nov,49247,7210,874.0,1311.52,151205.54
CAMP_0586,PPC,West,25-34,Oct,1755,226,11.0,6500.92,1137.36
CAMP_0587,SEO,East,18-24,May,34505,2494,238.0,1181.47,68588.6
CAMP_0588,Social Media,South,55+,Dec,24777,2481,241.0,1402.25,42517.8
CAMP_0589,Email,West,18-24,Apr,42136,6135,943.0,1510.6,312614.76
CAMP_0590,Influencer,West,25-34,May,22341,1846,149.0,7796.22,13905.85
CAMP_0591,Email,South,35-44,Oct,31831,3162,390.0,929.78,70793.45
CAMP_0592,SEO,East,55+,Jul,28594,3335,340.0,1118.66,114697.84
CAMP_0593,TV Ad,North,55+,Nov,7159,175,6.0,13634.98,231.94
CAMP_0594,Influencer,West,35-44,Apr,6812,416,35.0,7364.54,5739.57
CAMP_0595,PPC,North,55+,Jan,23538,2599,197.0,4844.95,25786.45
CAMP_0596,TV Ad,North,25-34,Sep,36450,1693,58.0,8136.46,3854.33
CAMP_0597,Email,South,45-54,Aug,25831,3489,314.0,1455.33,126092.07
CAMP_0598,Email,South,45-54,May,49353,5808,881.0,2942.41,196719.6
CAMP_0599,Social Media,North,55+,Mar,20556,2894,190.0,3803.23,43724.14
CAMP_0600,Email,West,25-34,Apr,42973,6350,827.0,1008.72,374930.98
CAMP_0601,SEO,North,45-54,Sep,43292,1882,238.0,2849.22,37974.57
CAMP_0602,Email,East,25-34,Jan,28675,1424,125.0,1106.36,28319.6
CAMP_0603,Social Media,East,45-54,Jan,41866,3978,351.0,1229.57,34684.69
CAMP_0604,Social Media,East,35-44,Nov,19646,411,36.0,3341.19,2298.92
CAMP_0605,SEO,West,45-54,Apr,32099,2143,218.0,3711.78,51274.9
CAMP_0606,PPC,West,45-54,Dec,39001,5155,305.0,6134.73,31486.89
CAMP_0607,Email,North,25-34,May,45980,1291,184.0,2566.16,37694.16
CAMP_0608,Influencer,West,18-24,Dec,16761,717,50.0,5134.32,11957.83
CAMP_0609,Email,North,25-34,Oct,15017,970,150.0,1439.63,21758.05
CAMP_0610,Social Media,North,55+,Jan,14439,382,23.0,2407.54,2768.61
CAMP_0611,Email,East,45-54,Feb,16032,714,81.0,2436.21,22867.06
CAMP_0612,Email,East,18-24,Jan,40520,3804,536.0,2404.72,109048.96
CAMP_0613,PPC,West,55+,Aug,5175,750,45.0,4924.44,3641.4
CAMP_0614,SEO,North,35-44,Sep,47136,2652,250.0,1837.85,28533.36
CAMP_0615,Social Media,West,35-44,May,34765,984,58.0,3920.01,11429.59
CAMP_0616,SEO,South,25-34,Nov,18232,1846,233.0,3710.71,63909.81
CAMP_0617,SEO,South,55+,Jun,12182,1089,121.0,845.43,19223.89
CAMP_0618,SEO,West,55+,Sep,25099,818,59.0,2506.64,4824.73
CAMP_0619,Social Media,East,18-24,Jan,22560,2410,150.0,1415.03,37982.44
CAMP_0620,Social Media,North,45-54,Apr,48374,1171,,2727.23,18388.41
CAMP_0621,Email,South,25-34,Nov,7784,394,37.0,1060.96,4751.39
CAMP_0622,PPC,East,45-54,Feb,31640,2974,217.0,5926.08,33858.54
CAMP_0623,Email,North,45-54,Apr,36208,4805,488.0,1156.21,237877.83
CAMP_0624,Influencer,West,55+,Jun,20867,1288,91.0,5260.93,9218.52
CAMP_0625,Email,South,25-34,Jun,31936,2106,224.0,2554.38,43310.93
CAMP_0626,PPC,South,18-24,Mar,32169,2503,157.0,5084.49,14368.13
CAMP_0627,SEO,South,45-54,Jun,33886,711,70.0,1083.45,13782.48
CAMP_0628,Influencer,West,18-24,Jul,24042,898,79.0,6222.3,5294.51
CAMP_0629,Social Media,North,35-44,Mar,41166,4651,320.0,4510.77,71463.46
CAMP_0630,Email,South,35-44,Aug,17535,2526,357.0,2665.57,34614.23
CAMP_0631,SEO,North,35-44,Jan,4395,514,36.0,3288.73,5142.93
CAMP_0632,PPC,East,35-44,Mar,13467,664,32.0,2058.97,3973.02
CAMP_0633,Influencer,North,25-34,Jan,15419,2015,103.0,9887.34,12781.33
CAMP_0634,Social Media,East,55+,Aug,34407,1916,150.0,2724.84,24154.19
CAMP_0635,SEO,North,45-54,Sep,8746,233,19.0,3086.27,3310.45
CAMP_0636,Email,East,25-34,Jun,40307,1504,226.0,1615.43,84406.3
CAMP_0637,SEO,North,25-34,Jun,21316,1810,209.0,2203.68,62447.91
CAMP_0638,Email,South,18-24,Jun,45786,2657,327.0,2665.46,89340.58
CAMP_0639,SEO,North,55+,Apr,48617,4310,422.0,2363.34,99806.86
CAMP_0640,SEO,East,55+,Jul,4385,441,36.0,1040.89,12625.35
CAMP_0641,Influencer,North,25-34,Mar,33991,3818,205.0,9786.44,21204.64
CAMP_0642,Social Media,East,18-24,May,14303,805,81.0,2856.0,12917.08
CAMP_0643,Social Media,East,35-44,Dec,37929,1080,103.0,2391.13,20349.76
CAMP_0644,TV Ad,West,25-34,May,9787,246,6.0,18677.28,542.16
CAMP_0645,Influencer,North,18-24,Mar,1229,172,13.0,6245.35,1677.56
CAMP_0646,SEO,North,35-44,Jan,6820,800,89.0,1936.91,7868.85
CAMP_0647,Email,South,35-44,Jun,31766,4314,501.0,849.23,54789.28
CAMP_0648,SEO,West,55+,Aug,21837,2818,345.0,2632.83,77321.0
CAMP_0649,Influencer,North,18-24,Oct,43431,4937,348.0,8743.55,57577.75
CAMP_0650,PPC,West,55+,Jun,13067,581,28.0,6364.71,3011.04
CAMP_0651,Email,North,25-34,Mar,31733,4753,584.0,1931.93,225813.45
CAMP_0652,Social Media,South,25-34,Sep,1726,188,,4353.6,2149.96
CAMP_0653,PPC,North,25-34,Jun,16958,1724,83.0,5718.49,11591.01
CAMP_0654,PPC,West,45-54,Jan,14393,1849,81.0,2424.75,15287.62
CAMP_0655,Email,East,45-54,Oct,31836,775,,1579.97,27500.75
CAMP_0656,SEO,North,35-44,Jun,6577,780,78.0,846.87,
CAMP_0657,Influencer,East,55+,Oct,37833,3676,296.0,7017.5,34353.65
CAMP_0658,Email,East,18-24,Oct,42256,2792,348.0,2959.83,124217.5
CAMP_0659,Email,West,45-54,Jan,40937,5645,542.0,2868.25,153791.8
CAMP_0660,SEO,North,55+,Mar,41733,1339,105.0,1027.32,18559.43
CAMP_0661,Email,South,25-34,Sep,39259,5072,625.0,2108.57,86355.68
CAMP_0662,Social Media,North,18-24,Dec,47691,5186,446.0,1917.57,24302.17
CAMP_0663,SEO,North,35-44,Oct,7093,456,36.0,3463.65,6464.87
CAMP_0664,PPC,West,45-54,Jul,11195,624,31.0,3461.69,5897.65
CAMP_0665,Email,North,25-34,Sep,29036,3457,523.0,695.75,88851.39
CAMP_0666,SEO,South,25-34,Apr,31728,1754,123.0,2317.04,19901.87
CAMP_0667,SEO,South,55+,Oct,24723,3381,426.0,1267.51,177201.88
CAMP_0668,Influencer,North,45-54,Apr,24097,504,41.0,4887.41,4068.98
CAMP_0669,Influencer,North,35-44,Feb,23763,2421,219.0,6520.13,11524.31
CAMP_0670,Social Media,West,18-24,Mar,20128,1084,65.0,4263.82,8680.11
CAMP_0671,Email,East,45-54,Feb,11550,312,26.0,2965.44,6882.12
CAMP_0672,Email,North,25-34,May,47660,3715,501.0,1264.74,78916.13
CAMP_0673,SEO,North,35-44,Dec,34653,3102,402.0,1209.0,132347.06
CAMP_0674,SEO,West,45-54,Dec,35800,4043,343.0,3637.11,50380.46
CAMP_0675,Influencer,East,18-24,Mar,21081,1367,76.0,4655.32,16241.0
CAMP_0676,Influencer,West,25-34,Nov,22252,1438,71.0,9046.53,16438.31
